"","Year","Month","SettlementPoint","AveragePrice"
"409",2018,6,"HB_HUBAVG",29.7818611111111
"410",2018,6,"HB_NORTH",30.2118888888889
"411",2018,6,"HB_SOUTH",30.0686388888889
"412",2018,6,"HB_WEST",28.2770277777778
"413",2018,6,"LZ_AEN",30.286125
"414",2018,6,"LZ_CPS",30.7272777777778
"415",2018,6,"LZ_HOUSTON",31.8023472222222
"416",2018,6,"LZ_LCRA",30.3655555555556
"417",2018,6,"LZ_NORTH",31.3016111111111
"418",2018,6,"LZ_RAYBN",31.9455833333333
"419",2018,6,"LZ_SOUTH",32.2586805555556
"420",2018,6,"LZ_WEST",57.9675277777778
"421",2018,7,"HB_BUSAVG",78.8594489247312
"422",2018,7,"HB_HOUSTON",79.0340456989247
"423",2018,7,"HB_HUBAVG",78.8323252688172
"424",2018,7,"HB_NORTH",78.9684543010753
"425",2018,7,"HB_SOUTH",78.8473790322581
"426",2018,7,"HB_WEST",78.5175537634409
"427",2018,7,"LZ_AEN",78.9513709677419
"428",2018,7,"LZ_CPS",79.124435483871
"429",2018,7,"LZ_HOUSTON",79.5665322580645
"430",2018,7,"LZ_LCRA",79.0699462365591
"431",2018,7,"LZ_NORTH",79.8461827956989
"432",2018,7,"LZ_RAYBN",84.9019086021505
"433",2018,7,"LZ_SOUTH",80.4475672043011
"434",2018,7,"LZ_WEST",101.470967741935
"435",2018,8,"HB_BUSAVG",31.6615591397849
"436",2018,8,"HB_HOUSTON",31.944247311828
"437",2018,8,"HB_HUBAVG",31.6945833333333
"438",2018,8,"HB_NORTH",31.6030510752688
"439",2018,8,"HB_SOUTH",31.6675268817204
"440",2018,8,"HB_WEST",31.5601209677419
"441",2018,8,"LZ_AEN",31.7321370967742
"442",2018,8,"LZ_CPS",31.865685483871
"443",2018,8,"LZ_HOUSTON",32.159623655914
"444",2018,8,"LZ_LCRA",31.8079704301075
"445",2018,8,"LZ_NORTH",31.9715860215054
"446",2018,8,"LZ_RAYBN",32.5187231182796
"447",2018,8,"LZ_SOUTH",33.6906317204301
"448",2018,8,"LZ_WEST",33.2898521505376
"449",2018,9,"HB_BUSAVG",27.1754444444444
"450",2018,9,"HB_HOUSTON",27.5813611111111
"451",2018,9,"HB_HUBAVG",27.0530277777778
"452",2018,9,"HB_NORTH",27.2996388888889
"453",2018,9,"HB_SOUTH",27.1898055555556
"454",2018,9,"HB_WEST",26.1395972222222
"455",2018,9,"LZ_AEN",27.1673055555556
"456",2018,9,"LZ_CPS",27.5129861111111
"457",2018,9,"LZ_HOUSTON",27.7224166666667
"458",2018,9,"LZ_LCRA",27.1872638888889
"459",2018,9,"LZ_NORTH",27.8858472222222
"460",2018,9,"LZ_RAYBN",27.6808888888889
"461",2018,9,"LZ_SOUTH",28.3837638888889
"462",2018,9,"LZ_WEST",27.1010972222222
"463",2018,10,"HB_BUSAVG",29.9578225806452
"464",2018,10,"HB_HOUSTON",30.981935483871
"465",2018,10,"HB_HUBAVG",29.8891129032258
"466",2018,10,"HB_NORTH",30.0341666666667
"467",2018,10,"HB_SOUTH",29.7725134408602
"468",2018,10,"HB_WEST",28.7613306451613
"469",2018,10,"LZ_AEN",30.31
"470",2018,10,"LZ_CPS",31.6359677419355
"471",2018,10,"LZ_HOUSTON",31.7811155913978
"472",2018,10,"LZ_LCRA",30.0698790322581
"473",2018,10,"LZ_NORTH",31.6454166666667
"474",2018,10,"LZ_RAYBN",30.6249596774194
"475",2018,10,"LZ_SOUTH",32.1269758064516
"476",2018,10,"LZ_WEST",30.0045564516129
"477",2018,11,"HB_BUSAVG",30.6445
"478",2018,11,"HB_HOUSTON",31.3192361111111
"479",2018,11,"HB_HUBAVG",30.2772083333333
"480",2018,11,"HB_NORTH",31.2348888888889
"481",2018,11,"HB_SOUTH",29.8371805555556
"482",2018,11,"HB_WEST",28.71525
"483",2018,11,"LZ_AEN",30.4680833333333
"484",2018,11,"LZ_CPS",32.0412083333333
"485",2018,11,"LZ_HOUSTON",31.7303333333333
"486",2018,11,"LZ_LCRA",30.5158055555556
"487",2018,11,"LZ_NORTH",31.974125
"488",2018,11,"LZ_RAYBN",33.4524444444444
"489",2018,11,"LZ_SOUTH",33.5444861111111
"490",2018,11,"LZ_WEST",31.2240277777778
"491",2018,12,"HB_BUSAVG",30.268185483871
"492",2018,12,"HB_HOUSTON",30.3335483870968
"493",2018,12,"HB_HUBAVG",30.1919892473118
"494",2018,12,"HB_NORTH",30.3982661290323
